airline,src,dest,src_lat,src_lon,dest_lat,dest_lon,id
2B,AER,KZN,43.449902,39.9566,55.60620117,49.27870178,1
2B,ASF,KZN,46.28329849,48.00630188,55.60620117,49.27870178,2
2B,ASF,MRV,46.28329849,48.00630188,44.22510147,43.08190155,3
2B,CEK,KZN,55.305801,61.5033,55.60620117,49.27870178,4
2B,CEK,OVB,55.305801,61.5033,55.01259995,82.65070343,5
2B,DME,KZN,55.40879822,37.90629959,55.60620117,49.27870178,6
2B,DME,NBC,55.40879822,37.90629959,55.56470108,52.09249878,7
2B,DME,TGK,55.40879822,37.90629959,47.1983333,38.8491667,8
2B,DME,UUA,55.40879822,37.90629959,54.63999939,52.80170059,9
2B,EGO,KGD,50.64379883,36.59009933,54.88999939,20.59259987,10
2B,EGO,KZN,50.64379883,36.59009933,55.60620117,49.27870178,11
2B,GYD,NBC,40.46749878,50.04669952,55.56470108,52.09249878,12
2B,KGD,EGO,54.88999939,20.59259987,50.64379883,36.59009933,13
2B,KZN,AER,55.60620117,49.27870178,43.449902,39.9566,14
2B,KZN,ASF,55.60620117,49.27870178,46.28329849,48.00630188,15
2B,KZN,CEK,55.60620117,49.27870178,55.305801,61.5033,16
2B,KZN,DME,55.60620117,49.27870178,55.40879822,37.90629959,17
2B,KZN,EGO,55.60620117,49.27870178,50.64379883,36.59009933,18
2B,KZN,LED,55.60620117,49.27870178,59.8003006,30.26250076,19
2B,KZN,SVX,55.60620117,49.27870178,56.74309921,60.80270004,20
2B,LED,KZN,59.8003006,30.26250076,55.60620117,49.27870178,21
2B,LED,NBC,59.8003006,30.26250076,55.56470108,52.09249878,22
2B,LED,UUA,59.8003006,30.26250076,54.63999939,52.80170059,23
2B,MRV,ASF,44.22510147,43.08190155,46.28329849,48.00630188,24
2B,NBC,DME,55.56470108,52.09249878,55.40879822,37.90629959,25
2B,NBC,GYD,55.56470108,52.09249878,40.46749878,50.04669952,26
2B,NBC,LED,55.56470108,52.09249878,59.8003006,30.26250076,27
2B,NBC,SVX,55.56470108,52.09249878,56.74309921,60.80270004,28
2B,NJC,SVX,60.94929886,76.4835968,56.74309921,60.80270004,29
2B,NJC,UUA,60.94929886,76.4835968,54.63999939,52.80170059,30
2B,NUX,SVX,66.06939697,76.52030182,56.74309921,60.80270004,31
2B,OVB,CEK,55.01259995,82.65070343,55.305801,61.5033,32
2B,OVB,SVX,55.01259995,82.65070343,56.74309921,60.80270004,33
2B,SVX,KZN,56.74309921,60.80270004,55.60620117,49.27870178,34
2B,SVX,NBC,56.74309921,60.80270004,55.56470108,52.09249878,35
2B,SVX,NJC,56.74309921,60.80270004,60.94929886,76.4835968,36
2B,SVX,NUX,56.74309921,60.80270004,66.06939697,76.52030182,37
2B,SVX,OVB,56.74309921,60.80270004,55.01259995,82.65070343,38
2B,TGK,DME,47.1983333,38.8491667,55.40879822,37.90629959,39
2B,UUA,DME,54.63999939,52.80170059,55.40879822,37.90629959,40
2B,UUA,LED,54.63999939,52.80170059,59.8003006,30.26250076,41
2B,UUA,NJC,54.63999939,52.80170059,60.94929886,76.4835968,42
2G,BTK,IKT,56.37060165,101.697998,52.26800156,104.3889999,43
2G,BTK,OVB,56.37060165,101.697998,55.01259995,82.65070343,44
2G,CEK,OVB,55.305801,61.5033,55.01259995,82.65070343,45
2G,HTA,IKT,52.026299,113.306,52.26800156,104.3889999,46
2G,IKT,BTK,52.26800156,104.3889999,56.37060165,101.697998,47
2G,IKT,HTA,52.26800156,104.3889999,52.026299,113.306,48
2G,IKT,KCK,52.26800156,104.3889999,57.773,108.064,49
2G,IKT,ODO,52.26800156,104.3889999,57.86610031,114.2429962,50
2G,IKT,OVB,52.26800156,104.3889999,55.01259995,82.65070343,51
2G,IKT,UKX,52.26800156,104.3889999,56.8567009,105.7300034,52
2G,IKT,ULK,52.26800156,104.3889999,60.72060013,114.8259964,53
2G,IKT,YKS,52.26800156,104.3889999,62.09329987,129.7709961,54
2G,KCK,IKT,57.773,108.064,52.26800156,104.3889999,55
2G,MJZ,OVB,62.53469849,114.0390015,55.01259995,82.65070343,56
2G,ODO,IKT,57.86610031,114.2429962,52.26800156,104.3889999,57
2G,OVB,BTK,55.01259995,82.65070343,56.37060165,101.697998,58
2G,OVB,CEK,55.01259995,82.65070343,55.305801,61.5033,59
2G,OVB,IKT,55.01259995,82.65070343,52.26800156,104.3889999,60
2G,UKX,IKT,56.8567009,105.7300034,52.26800156,104.3889999,61
2G,ULK,IKT,60.72060013,114.8259964,52.26800156,104.3889999,62
2G,YKS,IKT,62.09329987,129.7709961,52.26800156,104.3889999,63
2I,AYP,LIM,-13.15480042,-74.20439911,-12.0219,-77.114305,64
2I,CUZ,LIM,-13.53569984,-71.938797,-12.0219,-77.114305,65
2I,CUZ,PEM,-13.53569984,-71.938797,-12.61359978,-69.22859955,66
2I,HUU,LIM,-9.878809929,-76.20480347,-12.0219,-77.114305,67
2I,IQT,PCL,-3.784739971,-73.30879974,-8.377940178,-74.57430267,68
2I,IQT,TPP,-3.784739971,-73.30879974,-6.508739948,-76.37319946,69
2I,LIM,AYP,-12.0219,-77.114305,-13.15480042,-74.20439911,70
2I,LIM,CUZ,-12.0219,-77.114305,-13.53569984,-71.938797,71
2I,LIM,HUU,-12.0219,-77.114305,-9.878809929,-76.20480347,72
2I,LIM,PCL,-12.0219,-77.114305,-8.377940178,-74.57430267,73
2I,LIM,TPP,-12.0219,-77.114305,-6.508739948,-76.37319946,74
2I,PCL,IQT,-8.377940178,-74.57430267,-3.784739971,-73.30879974,75
2I,PCL,LIM,-8.377940178,-74.57430267,-12.0219,-77.114305,76
2I,PCL,TPP,-8.377940178,-74.57430267,-6.508739948,-76.37319946,77
2I,PEM,CUZ,-12.61359978,-69.22859955,-13.53569984,-71.938797,78
2I,TPP,IQT,-6.508739948,-76.37319946,-3.784739971,-73.30879974,79
2I,TPP,LIM,-6.508739948,-76.37319946,-12.0219,-77.114305,80
2I,TPP,PCL,-6.508739948,-76.37319946,-8.377940178,-74.57430267,81
2J,ABJ,BOY,5.261390209,-3.926290035,11.16009998,-4.33096981,82
2J,ABJ,OUA,5.261390209,-3.926290035,12.3532,-1.51242,83
2J,ACC,OUA,5.6051898,-0.166786,12.3532,-1.51242,84
2J,BKO,ABJ,12.5335,-7.94994,5.261390209,-3.926290035,85
2J,BKO,DKR,12.5335,-7.94994,14.73970032,-17.49020004,86
2J,BKO,OUA,12.5335,-7.94994,12.3532,-1.51242,87
2J,BOY,ABJ,11.16009998,-4.33096981,5.261390209,-3.926290035,88
2J,BOY,OUA,11.16009998,-4.33096981,12.3532,-1.51242,89
2J,COO,LFW,6.357230186,2.384350061,6.165609837,1.254510045,90
2J,COO,OUA,6.357230186,2.384350061,12.3532,-1.51242,91
2J,DKR,BKO,14.73970032,-17.49020004,12.5335,-7.94994,92
2J,DKR,OUA,14.73970032,-17.49020004,12.3532,-1.51242,93
2J,LFW,OUA,6.165609837,1.254510045,12.3532,-1.51242,94
2J,NIM,OUA,13.4815,2.18361,12.3532,-1.51242,95
2J,OUA,ABJ,12.3532,-1.51242,5.261390209,-3.926290035,96
2J,OUA,ACC,12.3532,-1.51242,5.6051898,-0.166786,97
2J,OUA,BKO,12.3532,-1.51242,12.5335,-7.94994,98
2J,OUA,BOY,12.3532,-1.51242,11.16009998,-4.33096981,99
2J,OUA,COO,12.3532,-1.51242,6.357230186,2.384350061,100
2J,OUA,DKR,12.3532,-1.51242,14.73970032,-17.49020004,101
2J,OUA,LFW,12.3532,-1.51242,6.165609837,1.254510045,102
2J,OUA,NIM,12.3532,-1.51242,13.4815,2.18361,103
2K,BOG,GYE,4.70159,-74.1469,-2.15741992,-79.88359833,104
2K,BOG,UIO,4.70159,-74.1469,-0.129166667,-78.3575,105
2K,CLO,GYE,3.54322,-76.3816,-2.15741992,-79.88359833,106
2K,GYE,BOG,-2.15741992,-79.88359833,4.70159,-74.1469,107
2K,GYE,CLO,-2.15741992,-79.88359833,3.54322,-76.3816,108
2K,GYE,SCY,-2.15741992,-79.88359833,-0.910206,-89.617401,109
2K,GYE,UIO,-2.15741992,-79.88359833,-0.129166667,-78.3575,110
2K,OCC,UIO,-0.462886006,-76.98680115,-0.129166667,-78.3575,111
2K,SCY,GYE,-0.910206,-89.617401,-2.15741992,-79.88359833,112
2K,UIO,BOG,-0.129166667,-78.3575,4.70159,-74.1469,113
2K,UIO,GYE,-0.129166667,-78.3575,-2.15741992,-79.88359833,114
2K,UIO,OCC,-0.129166667,-78.3575,-0.462886006,-76.98680115,115
2L,BDS,ZRH,40.6576,17.947001,47.464699,8.54917,116
2L,BOD,ZRH,44.82830048,-0.715556026,47.464699,8.54917,117
2L,BRS,ZRH,51.382702,-2.71909,47.464699,8.54917,118
2L,GVA,LPA,46.23809814,6.108950138,27.93190002,-15.38659954,119
2L,LCA,ZRH,34.87509918,33.62490082,47.464699,8.54917,120
2L,LPA,ZRH,27.93190002,-15.38659954,47.464699,8.54917,121
2L,RMF,ZRH,25.5571003,34.58369827,47.464699,8.54917,122
2L,TFS,GVA,28.04450035,-16.57250023,46.23809814,6.108950138,123
2L,ZRH,BDS,47.464699,8.54917,40.6576,17.947001,124
2L,ZRH,BOD,47.464699,8.54917,44.82830048,-0.715556026,125
2L,ZRH,BRS,47.464699,8.54917,51.382702,-2.71909,126
2L,ZRH,LCA,47.464699,8.54917,34.87509918,33.62490082,127
2L,ZRH,LPA,47.464699,8.54917,27.93190002,-15.38659954,128
2L,ZRH,RMF,47.464699,8.54917,25.5571003,34.58369827,129
2N,AJR,LYC,65.59030151,19.28190041,64.5483017,18.71619987,130
2N,ARN,GEV,59.65190125,17.91860008,67.13240051,20.81459999,131
2N,ARN,HAD,59.65190125,17.91860008,56.69110107,12.82019997,132
2N,ARN,JKG,59.65190125,17.91860008,57.75759888,14.06869984,133
2N,ARN,KRF,59.65190125,17.91860008,63.04859924,17.76889992,134
2N,ARN,KSD,59.65190125,17.91860008,59.44469833,13.33740044,135
2N,ARN,LYC,59.65190125,17.91860008,64.5483017,18.71619987,136
2N,ARN,MHQ,59.65190125,17.91860008,60.12220001,19.89819908,137
2N,ARN,OER,59.65190125,17.91860008,63.40829849,18.98999977,138
2N,ARN,POR,59.65190125,17.91860008,61.46170044,21.79999924,139
2N,ARN,TRF,59.65190125,17.91860008,59.18669891,10.25860024,140
2N,ARN,VBY,59.65190125,17.91860008,57.66279984,18.34620094,141
2N,ARN,VHM,59.65190125,17.91860008,64.57910156,16.83359909,142
2N,ARN,VXO,59.65190125,17.91860008,56.92910004,14.72799969,143
2N,GEV,ARN,67.13240051,20.81459999,59.65190125,17.91860008,144
2N,GEV,KRF,67.13240051,20.81459999,63.04859924,17.76889992,145
2N,HAD,ARN,56.69110107,12.82019997,59.65190125,17.91860008,146
2N,HAD,JKG,56.69110107,12.82019997,57.75759888,14.06869984,147
2N,HAD,VXO,56.69110107,12.82019997,56.92910004,14.72799969,148
2N,HMV,VHM,65.80609894,15.08279991,64.57910156,16.83359909,149
2N,JKG,ARN,57.75759888,14.06869984,59.65190125,17.91860008,150
2N,JKG,HAD,57.75759888,14.06869984,56.69110107,12.82019997,151
2N,KOK,POR,63.72119904,23.14310074,61.46170044,21.79999924,152
2N,KRF,ARN,63.04859924,17.76889992,59.65190125,17.91860008,153
2N,KRF,GEV,63.04859924,17.76889992,67.13240051,20.81459999,154
2N,KSD,ARN,59.44469833,13.33740044,59.65190125,17.91860008,155
2N,LYC,AJR,64.5483017,18.71619987,65.59030151,19.28190041,156
2N,LYC,ARN,64.5483017,18.71619987,59.65190125,17.91860008,157
2N,MHQ,ARN,60.12220001,19.89819908,59.65190125,17.91860008,158
2N,MHQ,TKU,60.12220001,19.89819908,60.51409912,22.26280022,159
2N,OER,ARN,63.40829849,18.98999977,59.65190125,17.91860008,160
2N,OSL,VXO,60.121,11.0502,56.92910004,14.72799969,161
2N,POR,ARN,61.46170044,21.79999924,59.65190125,17.91860008,162
2N,POR,KOK,61.46170044,21.79999924,63.72119904,23.14310074,163
2N,TKU,MHQ,60.51409912,22.26280022,60.12220001,19.89819908,164
2N,TRF,ARN,59.18669891,10.25860024,59.65190125,17.91860008,165
2N,VBY,ARN,57.66279984,18.34620094,59.65190125,17.91860008,166
2N,VHM,ARN,64.57910156,16.83359909,59.65190125,17.91860008,167
2N,VHM,HMV,64.57910156,16.83359909,65.80609894,15.08279991,168
2N,VXO,ARN,56.92910004,14.72799969,59.65190125,17.91860008,169
2N,VXO,OSL,56.92910004,14.72799969,60.121,11.0502,170
2O,ADQ,KLN,57.75,-152.4940033,57.53509903,-153.9779968,173
2O,KLN,KYK,57.53509903,-153.9779968,57.56710052,-154.4499969,178
2P,BSO,MNL,20.4513,121.980003,14.5086,121.019997,181
2P,BXU,MNL,8.9515,125.4788,14.5086,121.019997,182
2P,CBO,MNL,7.165239811,124.2099991,14.5086,121.019997,183
2P,CGY,MNL,8.612203,124.456496,14.5086,121.019997,184
2P,CRM,MNL,12.5024004,124.6360016,14.5086,121.019997,185
2P,DGT,MNL,9.333709717,123.3000031,14.5086,121.019997,186
2P,DWC,MNL,24.896356,55.161389,14.5086,121.019997,187
2P,GES,MNL,6.058000088,125.0960007,14.5086,121.019997,188
2P,KLO,MNL,11.67940044,122.3759995,14.5086,121.019997,189
2P,LGP,MNL,13.1575,123.735,14.5086,121.019997,190
2P,MNL,BSO,14.5086,121.019997,20.4513,121.980003,191
2P,MNL,BXU,14.5086,121.019997,8.9515,125.4788,192
2P,MNL,CBO,14.5086,121.019997,7.165239811,124.2099991,193
2P,MNL,CGY,14.5086,121.019997,8.612203,124.456496,194
2P,MNL,CRM,14.5086,121.019997,12.5024004,124.6360016,195
2P,MNL,DGT,14.5086,121.019997,9.333709717,123.3000031,196
2P,MNL,DWC,14.5086,121.019997,24.896356,55.161389,197
2P,MNL,GES,14.5086,121.019997,6.058000088,125.0960007,198
2P,MNL,KLO,14.5086,121.019997,11.67940044,122.3759995,199
2P,MNL,LGP,14.5086,121.019997,13.1575,123.735,200
2P,MNL,MPH,14.5086,121.019997,11.9245,121.954002,201
2P,MNL,OZC,14.5086,121.019997,8.178509712,123.8420029,202
2P,MNL,PPS,14.5086,121.019997,9.742119789,118.7590027,203
2P,MNL,RXS,14.5086,121.019997,11.59770012,122.7519989,204
2P,MNL,SUG,14.5086,121.019997,9.755838326,125.4809475,205
2P,MNL,TUG,14.5086,121.019997,17.64336768,121.7331505,206
2P,MNL,ZAM,14.5086,121.019997,6.922420025,122.0599976,207
2P,MPH,MNL,11.9245,121.954002,14.5086,121.019997,208
2P,OZC,MNL,8.178509712,123.8420029,14.5086,121.019997,209
2P,PPS,MNL,9.742119789,118.7590027,14.5086,121.019997,210
2P,RXS,MNL,11.59770012,122.7519989,14.5086,121.019997,211
2P,SUG,MNL,9.755838326,125.4809475,14.5086,121.019997,212
2P,TUG,MNL,17.64336768,121.7331505,14.5086,121.019997,213
2P,ZAM,MNL,6.922420025,122.0599976,14.5086,121.019997,214
2Z,AUX,PMW,-7.22787,-48.240501,-10.29150009,-48.35699844,215
2Z,BRA,BSB,-12.07890034,-45.00899887,-15.86916733,-47.92083359,216
2Z,BRA,SSA,-12.07890034,-45.00899887,-12.9086113,-38.32249832,217
2Z,BSB,BRA,-15.86916733,-47.92083359,-12.07890034,-45.00899887,218
2Z,BSB,OPS,-15.86916733,-47.92083359,-11.88500023,-55.58610916,219
2Z,BSB,RAO,-15.86916733,-47.92083359,-21.13638878,-47.77666855,220
2Z,CAC,GRU,-25.00029945,-53.50080109,-23.43555641,-46.47305679,221
2Z,CGB,GYN,-15.65289974,-56.11669922,-16.63199997,-49.22069931,222
2Z,CGB,OPS,-15.65289974,-56.11669922,-11.88500023,-55.58610916,223
2Z,CGR,DOU,-20.46870041,-54.67250061,-22.2019,-54.926601,224
2Z,DOU,CGR,-22.2019,-54.926601,-20.46870041,-54.67250061,225
2Z,DOU,GRU,-22.2019,-54.926601,-23.43555641,-46.47305679,226
2Z,GIG,RAO,-22.80999947,-43.25055695,-21.13638878,-47.77666855,227
2Z,GRU,CAC,-23.43555641,-46.47305679,-25.00029945,-53.50080109,228
2Z,GRU,DOU,-23.43555641,-46.47305679,-22.2019,-54.926601,229
2Z,GRU,RAO,-23.43555641,-46.47305679,-21.13638878,-47.77666855,230
2Z,GRU,UBA,-23.43555641,-46.47305679,-19.76472282,-47.96611023,231
2Z,GRU,UDI,-23.43555641,-46.47305679,-18.883612,-48.225277,232
2Z,GRU,VDC,-23.43555641,-46.47305679,-14.86279964,-40.86309814,233
2Z,GYN,CGB,-16.63199997,-49.22069931,-15.65289974,-56.11669922,234
2Z,GYN,PMW,-16.63199997,-49.22069931,-10.29150009,-48.35699844,235
2Z,GYN,RAO,-16.63199997,-49.22069931,-21.13638878,-47.77666855,236
2Z,GYN,UDI,-16.63199997,-49.22069931,-18.883612,-48.225277,237
2Z,OPS,BSB,-11.88500023,-55.58610916,-15.86916733,-47.92083359,238
2Z,OPS,CGB,-11.88500023,-55.58610916,-15.65289974,-56.11669922,239
2Z,PLU,RAO,-19.8512001,-43.95059967,-21.13638878,-47.77666855,240
2Z,PMW,AUX,-10.29150009,-48.35699844,-7.22787,-48.240501,241
2Z,PMW,GYN,-10.29150009,-48.35699844,-16.63199997,-49.22069931,242
2Z,RAO,BSB,-21.13638878,-47.77666855,-15.86916733,-47.92083359,243
2Z,RAO,GIG,-21.13638878,-47.77666855,-22.80999947,-43.25055695,244
2Z,RAO,GRU,-21.13638878,-47.77666855,-23.43555641,-46.47305679,245
2Z,RAO,GYN,-21.13638878,-47.77666855,-16.63199997,-49.22069931,246
2Z,RAO,PLU,-21.13638878,-47.77666855,-19.8512001,-43.95059967,247
2Z,RAO,SJP,-21.13638878,-47.77666855,-20.8166008,-49.40650177,248
2Z,RAO,UDI,-21.13638878,-47.77666855,-18.883612,-48.225277,249
2Z,SJP,RAO,-20.8166008,-49.40650177,-21.13638878,-47.77666855,250
2Z,SSA,BRA,-12.9086113,-38.32249832,-12.07890034,-45.00899887,251
2Z,SSA,VDC,-12.9086113,-38.32249832,-14.86279964,-40.86309814,252
2Z,UBA,GRU,-19.76472282,-47.96611023,-23.43555641,-46.47305679,253
2Z,UBA,UDI,-19.76472282,-47.96611023,-18.883612,-48.225277,254
2Z,UDI,GRU,-18.883612,-48.225277,-23.43555641,-46.47305679,255
2Z,UDI,GYN,-18.883612,-48.225277,-16.63199997,-49.22069931,256
2Z,UDI,RAO,-18.883612,-48.225277,-21.13638878,-47.77666855,257
2Z,UDI,UBA,-18.883612,-48.225277,-19.76472282,-47.96611023,258
2Z,VDC,GRU,-14.86279964,-40.86309814,-23.43555641,-46.47305679,259
2Z,VDC,SSA,-14.86279964,-40.86309814,-12.9086113,-38.32249832,260
3E,BRL,ORD,40.78319931,-91.12550354,41.9786,-87.9048,261
3E,BRL,STL,40.78319931,-91.12550354,38.748697,-90.370003,262
3E,DEC,ORD,39.83459854,-88.86569977,41.9786,-87.9048,263
3E,DEC,STL,39.83459854,-88.86569977,38.748697,-90.370003,264
3E,JBR,STL,35.83169937,-90.64640045,38.748697,-90.370003,265
3E,ORD,BRL,41.9786,-87.9048,40.78319931,-91.12550354,266
3E,ORD,DEC,41.9786,-87.9048,39.83459854,-88.86569977,267
3E,STL,BRL,38.748697,-90.370003,40.78319931,-91.12550354,268
3E,STL,DEC,38.748697,-90.370003,39.83459854,-88.86569977,269
3E,STL,JBR,38.748697,-90.370003,35.83169937,-90.64640045,270
3F,KTN,MTM,55.35559845,-131.7140045,55.131001,-131.578003,281
3F,MTM,KTN,55.131001,-131.578003,55.35559845,-131.7140045,282
3G,ACC,DKR,5.6051898,-0.166786,14.73970032,-17.49020004,283
3G,ACC,LOS,5.6051898,-0.166786,6.577370167,3.321160078,284
3G,ACC,ROB,5.6051898,-0.166786,6.23379,-10.3623,285
3G,BCN,BJL,41.2971,2.07846,13.3380003,-16.6522007,286
3G,BJL,BCN,13.3380003,-16.6522007,41.2971,2.07846,287
3G,BJL,DKR,13.3380003,-16.6522007,14.73970032,-17.49020004,288
3G,BJL,FNA,13.3380003,-16.6522007,8.61644,-13.1955,289
3G,CKY,OXB,9.57689,-13.612,11.89480019,-15.65369987,290
3G,DKR,ACC,14.73970032,-17.49020004,5.6051898,-0.166786,291
3G,DKR,BJL,14.73970032,-17.49020004,13.3380003,-16.6522007,292
3G,DKR,DLA,14.73970032,-17.49020004,4.006080151,9.719479561,293
3G,DKR,FNA,14.73970032,-17.49020004,8.61644,-13.1955,294
3G,DKR,LOS,14.73970032,-17.49020004,6.577370167,3.321160078,295
3G,DKR,OXB,14.73970032,-17.49020004,11.89480019,-15.65369987,296
3G,DLA,DKR,4.006080151,9.719479561,14.73970032,-17.49020004,297
3G,DLA,LOS,4.006080151,9.719479561,6.577370167,3.321160078,298
3G,FNA,BJL,8.61644,-13.1955,13.3380003,-16.6522007,299
3G,FNA,DKR,8.61644,-13.1955,14.73970032,-17.49020004,300
3G,FNA,LGW,8.61644,-13.1955,51.148102,-0.190278,301
3G,FNA,ROB,8.61644,-13.1955,6.23379,-10.3623,302
3G,LGW,FNA,51.148102,-0.190278,8.61644,-13.1955,303
3G,LOS,ACC,6.577370167,3.321160078,5.6051898,-0.166786,304
3G,LOS,DKR,6.577370167,3.321160078,14.73970032,-17.49020004,305
3G,LOS,DLA,6.577370167,3.321160078,4.006080151,9.719479561,306
3G,LOS,ROB,6.577370167,3.321160078,6.23379,-10.3623,307
3G,OXB,CKY,11.89480019,-15.65369987,9.57689,-13.612,308
3G,OXB,DKR,11.89480019,-15.65369987,14.73970032,-17.49020004,309
3G,ROB,ACC,6.23379,-10.3623,5.6051898,-0.166786,310
3G,ROB,FNA,6.23379,-10.3623,8.61644,-13.1955,311
3G,ROB,LOS,6.23379,-10.3623,6.577370167,3.321160078,312
3H,AKV,YIK,60.8185997,-78.14859772,62.41730118,-77.9253006,313
3H,AKV,YPX,60.8185997,-78.14859772,60.05059814,-77.28690338,314
3H,XGR,YVP,58.71139908,-65.99279785,58.09609985,-68.42690277,315
3H,YGL,YGW,53.62530136,-77.70420074,55.2818985,-77.76529694,316
3H,YGL,YPX,53.62530136,-77.70420074,60.05059814,-77.28690338,317
3H,YGL,YUL,53.62530136,-77.70420074,45.47060013,-73.74079895,318
3H,YGW,YGL,55.2818985,-77.76529694,53.62530136,-77.70420074,319
3H,YGW,YPH,55.2818985,-77.76529694,58.47190094,-78.07689667,320
3H,YGW,YSK,55.2818985,-77.76529694,56.53779984,-79.24669647,321
3H,YGW,YUD,55.2818985,-77.76529694,56.53609848,-76.51830292,322
3H,YGW,YUL,55.2818985,-77.76529694,45.47060013,-73.74079895,323
3H,YGW,YUY,55.2818985,-77.76529694,48.20610046,-78.83560181,324
3H,YIK,AKV,62.41730118,-77.9253006,60.8185997,-78.14859772,325
3H,YIK,YZG,62.41730118,-77.9253006,62.1794014,-75.66719818,326
3H,YKG,YPJ,60.02719879,-69.99919891,59.29669952,-69.59970093,327
3H,YKG,YQC,60.02719879,-69.99919891,61.04639816,-69.61779785,328
3H,YKG,YVP,60.02719879,-69.99919891,58.09609985,-68.42690277,329
3H,YKL,YQB,54.80530167,-66.80529785,46.7911,-71.393303,330
3H,YKL,YVP,54.80530167,-66.80529785,58.09609985,-68.42690277,331
3H,YKL,YWK,54.80530167,-66.80529785,52.9219017,-66.86440277,332
3H,YKL,YZV,54.80530167,-66.80529785,50.22330093,-66.26560211,333
3H,YPH,YPX,58.47190094,-78.07689667,60.05059814,-77.28690338,334
3H,YPH,YUD,58.47190094,-78.07689667,56.53609848,-76.51830292,335
3H,YPH,YVP,58.47190094,-78.07689667,58.09609985,-68.42690277,336
3H,YPJ,YKG,59.29669952,-69.59970093,60.02719879,-69.99919891,337
3H,YPJ,YTQ,59.29669952,-69.59970093,58.6678009,-69.95580292,338
3H,YPJ,YVP,59.29669952,-69.59970093,58.09609985,-68.42690277,339
3H,YPX,AKV,60.05059814,-77.28690338,60.8185997,-78.14859772,340
3H,YPX,YGL,60.05059814,-77.28690338,53.62530136,-77.70420074,341
3H,YPX,YPH,60.05059814,-77.28690338,58.47190094,-78.07689667,342
3H,YPX,YVP,60.05059814,-77.28690338,58.09609985,-68.42690277,343
3H,YQB,YKL,46.7911,-71.393303,54.80530167,-66.80529785,344
3H,YQB,YUL,46.7911,-71.393303,45.47060013,-73.74079895,345
3H,YQC,YKG,61.04639816,-69.61779785,60.02719879,-69.99919891,346
3H,YQC,YWB,61.04639816,-69.61779785,61.58860016,-71.92939758,347
3H,YSK,YGW,56.53779984,-79.24669647,55.2818985,-77.76529694,348
3H,YSK,YUD,56.53779984,-79.24669647,56.53609848,-76.51830292,349
3H,YTQ,YPJ,58.6678009,-69.95580292,59.29669952,-69.59970093,350
3H,YTQ,YVP,58.6678009,-69.95580292,58.09609985,-68.42690277,351
3H,YUD,YGW,56.53609848,-76.51830292,55.2818985,-77.76529694,352
3H,YUD,YPH,56.53609848,-76.51830292,58.47190094,-78.07689667,353
3H,YUD,YSK,56.53609848,-76.51830292,56.53779984,-79.24669647,354
3H,YUL,YGL,45.47060013,-73.74079895,53.62530136,-77.70420074,355
3H,YUL,YGW,45.47060013,-73.74079895,55.2818985,-77.76529694,356
3H,YUL,YQB,45.47060013,-73.74079895,46.7911,-71.393303,357
3H,YUL,YUY,45.47060013,-73.74079895,48.20610046,-78.83560181,358
3H,YUY,YGW,48.20610046,-78.83560181,55.2818985,-77.76529694,359
3H,YUY,YUL,48.20610046,-78.83560181,45.47060013,-73.74079895,360
3H,YVP,XGR,58.09609985,-68.42690277,58.71139908,-65.99279785,361
3H,YVP,YGW,58.09609985,-68.42690277,55.2818985,-77.76529694,362
3H,YVP,YKG,58.09609985,-68.42690277,60.02719879,-69.99919891,363
3H,YVP,YKL,58.09609985,-68.42690277,54.80530167,-66.80529785,364
3H,YVP,YPH,58.09609985,-68.42690277,58.47190094,-78.07689667,365
3H,YVP,YPJ,58.09609985,-68.42690277,59.29669952,-69.59970093,366
3H,YVP,YPX,58.09609985,-68.42690277,60.05059814,-77.28690338,367
3H,YVP,YTQ,58.09609985,-68.42690277,58.6678009,-69.95580292,368
3H,YWB,YQC,61.58860016,-71.92939758,61.04639816,-69.61779785,369
3H,YWB,YZG,61.58860016,-71.92939758,62.1794014,-75.66719818,370
3H,YWK,YKL,52.9219017,-66.86440277,54.80530167,-66.80529785,371
3H,YWK,YZV,52.9219017,-66.86440277,50.22330093,-66.26560211,372
3H,YZG,YIK,62.1794014,-75.66719818,62.41730118,-77.9253006,373
3H,YZG,YWB,62.1794014,-75.66719818,61.58860016,-71.92939758,374
3H,YZV,YKL,50.22330093,-66.26560211,54.80530167,-66.80529785,375
3H,YZV,YWK,50.22330093,-66.26560211,52.9219017,-66.86440277,376
3J,JIB,DXB,11.54730034,43.15950012,25.25279999,55.36439896,377
3J,JIB,JED,11.54730034,43.15950012,21.6796,39.156502,378
3J,JIB,MGQ,11.54730034,43.15950012,2.01444006,45.30469894,379
3J,MGQ,NBO,2.01444006,45.30469894,-1.319239974,36.92779922,380
3J,NBO,MGQ,-1.319239974,36.92779922,2.01444006,45.30469894,381
3K,BKK,SIN,13.68109989,100.7470016,1.35019,103.994003,382
3K,DRW,SIN,-12.41469955,130.8769989,1.35019,103.994003,383
3K,HAK,SIN,19.93490028,110.4589996,1.35019,103.994003,384
3K,HGH,SIN,30.22949982,120.4339981,1.35019,103.994003,385
3K,HKG,SIN,22.308901,113.915001,1.35019,103.994003,386
3K,HKT,SIN,8.1132,98.316902,1.35019,103.994003,387
3K,KIX,MNL,34.4272995,135.2440033,14.5086,121.019997,388
3K,KIX,TPE,34.4272995,135.2440033,25.0777,121.233002,389
