ID,longitude,latitude,Z,salinity,date,time,time_value,year,datetime
BL01,105.7217111,9.280444444,,19.80,3/6/2019,19,19:00:00,2019,3/6/2019 19:00
BL01,105.7217111,9.280444444,,16.80,3/6/2019,21,21:00:00,2019,3/6/2019 21:00
BL01,105.7217111,9.280444444,,15.10,3/6/2019,23,23:00:00,2019,3/6/2019 23:00
BL01,105.7217111,9.280444444,,23.58,3/9/2019,1,1:00:00,2019,3/9/2019 1:00
BL01,105.7217111,9.280444444,,24.40,3/9/2019,3,3:00:00,2019,3/9/2019 3:00
BL01,105.7217111,9.280444444,,23.80,3/9/2019,5,5:00:00,2019,3/9/2019 5:00
BL01,105.7217111,9.280444444,,17.60,3/9/2019,7,7:00:00,2019,3/9/2019 7:00
BL01,105.7217111,9.280444444,,15.90,3/9/2019,9,9:00:00,2019,3/9/2019 9:00
BL01,105.7217111,9.280444444,,15.70,3/9/2019,11,11:00:00,2019,3/9/2019 11:00
BL01,105.7217111,9.280444444,,16.70,3/9/2019,13,13:00:00,2019,3/9/2019 13:00
BL01,105.7217111,9.280444444,,18.80,3/9/2019,15,15:00:00,2019,3/9/2019 15:00
BL01,105.7217111,9.280444444,,21.38,3/9/2019,17,17:00:00,2019,3/9/2019 17:00
BL01,105.7217111,9.280444444,,21.90,3/9/2019,19,19:00:00,2019,3/9/2019 19:00
BL01,105.7217111,9.280444444,,22.50,3/9/2019,21,21:00:00,2019,3/9/2019 21:00
BL01,105.7217111,9.280444444,,18.00,3/9/2019,23,23:00:00,2019,3/9/2019 23:00
BL01,105.7217111,9.280444444,,19.80,3/10/2019,1,1:00:00,2019,3/10/2019 1:00
BL01,105.7217111,9.280444444,,21.00,3/10/2019,3,3:00:00,2019,3/10/2019 3:00
BL01,105.7217111,9.280444444,,21.50,3/10/2019,5,5:00:00,2019,3/10/2019 5:00
BL01,105.7217111,9.280444444,,21.80,3/10/2019,7,7:00:00,2019,3/10/2019 7:00
BL01,105.7217111,9.280444444,,21.10,3/10/2019,9,9:00:00,2019,3/10/2019 9:00
BL01,105.7217111,9.280444444,,17.73,3/10/2019,11,11:00:00,2019,3/10/2019 11:00
BL01,105.7217111,9.280444444,,15.70,3/10/2019,13,13:00:00,2019,3/10/2019 13:00
BL01,105.7217111,9.280444444,,17.00,3/10/2019,15,15:00:00,2019,3/10/2019 15:00
BL01,105.7217111,9.280444444,,19.30,3/10/2019,17,17:00:00,2019,3/10/2019 17:00
BL01,105.7217111,9.280444444,,23.70,3/10/2019,19,19:00:00,2019,3/10/2019 19:00
BL01,105.7217111,9.280444444,,23.73,3/10/2019,21,21:00:00,2019,3/10/2019 21:00
BL01,105.7217111,9.280444444,,20.40,3/10/2019,23,23:00:00,2019,3/10/2019 23:00
BL01,105.7217111,9.280444444,,17.30,3/16/2019,1,1:00:00,2019,3/16/2019 1:00
BL01,105.7217111,9.280444444,,17.60,3/16/2019,3,3:00:00,2019,3/16/2019 3:00
BL01,105.7217111,9.280444444,,18.10,3/16/2019,5,5:00:00,2019,3/16/2019 5:00
BL01,105.7217111,9.280444444,,18.00,3/16/2019,7,7:00:00,2019,3/16/2019 7:00
BL01,105.7217111,9.280444444,,16.65,3/16/2019,9,9:00:00,2019,3/16/2019 9:00
BL01,105.7217111,9.280444444,,15.50,3/16/2019,11,11:00:00,2019,3/16/2019 11:00
BL01,105.7217111,9.280444444,,21.80,3/16/2019,13,13:00:00,2019,3/16/2019 13:00
BL01,105.7217111,9.280444444,,22.48,3/16/2019,15,15:00:00,2019,3/16/2019 15:00
BL01,105.7217111,9.280444444,,18.58,3/16/2019,17,17:00:00,2019,3/16/2019 17:00
BL01,105.7217111,9.280444444,,19.88,3/16/2019,19,19:00:00,2019,3/16/2019 19:00
BL01,105.7217111,9.280444444,,18.10,3/16/2019,21,21:00:00,2019,3/16/2019 21:00
BL01,105.7217111,9.280444444,,21.20,3/16/2019,23,23:00:00,2019,3/16/2019 23:00
