track_fid,track_seg_id,track_seg_point_id,ele,time,datetime,latitude,longitude,driver,motionActivity
"0","0","465","-207.6",2019/12/24 22:53:43+00,2019-12-24T22:53:43.000Z,"10.720898","106.617239",thangqd,
"0","0","466","-206",2019/12/24 22:53:46+00,2019-12-24T22:53:46.000Z,"10.720851","106.617308",thangqd,
"0","0","467","-206",2019/12/24 22:53:47+00,2019-12-24T22:53:47.000Z,"10.720849","106.617316",thangqd,
"0","0","468","-204.4",2019/12/24 22:53:48+00,2019-12-24T22:53:48.000Z,"10.720851","106.61734",thangqd,
"0","0","469","-206",2019/12/24 22:53:52+00,2019-12-24T22:53:52.000Z,"10.720873","106.617444",thangqd,
"0","0","470","-207.4",2019/12/24 22:53:53+00,2019-12-24T22:53:53.000Z,"10.720888","106.617479",thangqd,
"0","0","471","-208.8",2019/12/24 22:53:56+00,2019-12-24T22:53:56.000Z,"10.720919","106.617578",thangqd,
"0","0","472","-209.2",2019/12/24 22:54:01+00,2019-12-24T22:54:01.000Z,"10.720889","106.617761",thangqd,
"0","0","473","-209.2",2019/12/24 22:54:02+00,2019-12-24T22:54:02.000Z,"10.720901","106.617783",thangqd,
"0","0","474","-209.2",2019/12/24 22:54:04+00,2019-12-24T22:54:04.000Z,"10.72096","106.617848",thangqd,
"0","0","475","-209.2",2019/12/24 22:54:06+00,2019-12-24T22:54:06.000Z,"10.721036","106.617872",thangqd,
"0","0","476","-209.2",2019/12/24 22:54:10+00,2019-12-24T22:54:10.000Z,"10.721191","106.617855",thangqd,
"0","0","477","-209.2",2019/12/24 22:54:14+00,2019-12-24T22:54:14.000Z,"10.721329","106.617828",thangqd,
"0","0","478","-209.2",2019/12/24 22:54:18+00,2019-12-24T22:54:18.000Z,"10.721479","106.617788",thangqd,
"0","0","479","-209.2",2019/12/24 22:54:21+00,2019-12-24T22:54:21.000Z,"10.721586","106.617725",thangqd,
"0","0","480","-209.2",2019/12/24 22:54:23+00,2019-12-24T22:54:23.000Z,"10.721651","106.617676",thangqd,
"0","0","481","-209",2019/12/24 22:54:28+00,2019-12-24T22:54:28.000Z,"10.721809","106.617623",thangqd,
"0","0","482","-209",2019/12/24 22:54:30+00,2019-12-24T22:54:30.000Z,"10.721832","106.617596",thangqd,
"0","0","483","-209",2019/12/24 22:54:31+00,2019-12-24T22:54:31.000Z,"10.72183","106.617559",thangqd,
"0","0","484","-209",2019/12/24 22:54:35+00,2019-12-24T22:54:35.000Z,"10.721821","106.617382",thangqd,
"0","0","485","-209",2019/12/24 22:54:39+00,2019-12-24T22:54:39.000Z,"10.721805","106.617202",thangqd,
"0","0","486","-209",2019/12/24 22:54:41+00,2019-12-24T22:54:41.000Z,"10.721798","106.617102",thangqd,
