,latitude,longitude
0,10.802815008055571,106.65830925836069
1,10.802560560465933,106.66010208118473
2,10.802333033627113,106.65997790678959
3,10.802426100183558,106.66003974397063
4,10.802531662539666,106.6601035893905
5,10.802779843275738,106.65995924510794
6,10.802671524659225,106.66018374559917
7,10.802566067463125,106.66011243939774
8,10.793679863518474,106.6591660540373
9,10.793638883942803,106.65927256101975
10,10.793488008906964,106.65925990975268
11,10.793332725282248,106.65909633181148
12,10.793443222440242,106.65914560946477
13,10.79319315544948,106.65962386163088
14,10.79312094403821,106.65958975775484
15,10.792798305184768,106.65975478652615
16,10.79247855447007,106.65996119223814
17,10.792527640251782,106.66004130225782
18,10.792216970791895,106.660295239376
19,10.79209506878007,106.66047186104988
20,10.791753486918754,106.66108014920778
21,10.791771156304764,106.66117538349864
22,10.791589920391294,106.6613934162631
23,10.791652414447572,106.661339752708
24,10.791538348568071,106.6612697582029
25,10.791538849503532,106.66133458654396
26,10.791606372691255,106.66160048157558
27,10.79151573921312,106.66177884258046
28,10.791289552210086,106.66228754241754
29,10.791583231337116,106.66251873150259
30,10.791232260629648,106.66291374713752
31,10.791121203814413,106.6631542100988
32,10.791335991484162,106.6635351663018
33,10.790988293217733,106.66434533515022
34,10.791222026403993,106.66441944653624
35,10.790886681561014,106.66453791811466
36,10.790798735433729,106.66515930648956
37,10.790632825566213,106.66536397223814
38,10.790663417071512,106.66531048475528
39,10.790389665519402,106.66562695372139
40,10.79048721057187,106.66613833738415
41,10.790240960458483,106.66627680913764
42,10.790009808952327,106.66644251618115
43,10.789837204120431,106.66613829142356
44,10.789696738197375,106.66642521872781
45,10.789595656529272,106.6665913783733
46,10.789260963408681,106.6669273796981
47,10.788814783722307,106.66728781176377
48,10.788906612855195,106.6673778592457
49,10.788829577817529,106.66755165190432
50,10.788578876171723,106.6677056993179
51,10.78875684544936,106.66786172350093
52,10.78857821259489,106.66816042256501
53,10.7884789069368,106.66841037262313
54,10.788249425867832,106.66861435264087
55,10.78794698057708,106.66888977111158
56,10.788394328502347,106.66903351824844
57,10.788006748042205,106.66935521576943
58,10.787798229110383,106.66931139799671
59,10.788065078512176,106.66970489405728
60,10.78800147325154,106.67014904061014
61,10.787720257927232,106.67041119689785
62,10.787814061128017,106.6706933454699
63,10.787721306266414,106.67102466778718
64,10.78747809210893,106.6711678448211
65,10.787536861832999,106.67136027794812
66,10.787357199044278,106.67144871924577
67,10.78742796342761,106.67169103766629
68,10.787055268626519,106.67220233857007
69,10.787028880368291,106.67239910014159
70,10.787077881877327,106.6726633744984
71,10.786878237318245,106.67280351030553
72,10.786748621015096,106.6733743319792
73,10.786671847232595,106.67363843885065
74,10.78666723801619,106.67391691721998
75,10.786679872604356,106.67418487529476
